C	R	TRAIT_CODE_CLEAN	StudyC	StudyR	DISEASE/TRAIT	N_C	COHORT_C	Cosine_C	PUBMED ID	MAPPED_GENE	PMID	Reported Trait	COHORT_R	N_R	Ancestry	Cosine_R	GeneCount	StudyTrait
GCST90020227	34375979	MONDO_0002009	GCST90020227_MONDO_0002009	34375979_MONDO_0002009	Major depressive disorder	1154267.0	MVP|UKB|PGC|FinnGen|23andMe	1.0000002	34045744	63.0	34375979	Depression	UKB	281104.0	EUR	0.7003474	26	34375979_MONDO_0002009
GCST000578	34375979	MONDO_0002009	GCST000578_MONDO_0002009	34375979_MONDO_0002009	Major depressive disorder	2656.0		1.0000002	20125088	3.0	34375979	Depression	UKB	281104.0	EUR	0.7003474	26	34375979_MONDO_0002009
GCST009979	34375979	MONDO_0002009	GCST009979_MONDO_0002009	34375979_MONDO_0002009	Major depressive disorder	92957.0	UKB	1.0000001	31969693	20.0	34375979	Depression	UKB	281104.0	EUR	0.7003474	26	34375979_MONDO_0002009
GCST90085695	34375979	MONDO_0002009	GCST90085695_MONDO_0002009	34375979_MONDO_0002009	Major depressive disorder	42455.0	PGC	1.0000001	34634379	8.0	34375979	Depression	UKB	281104.0	EUR	0.7003474	26	34375979_MONDO_0002009
GCST90269632	36809768	EFO_0022176	GCST90269632_EFO_0022176	36809768_EFO_0022176	Free cholesterol in large LDL (UKB data field 23535)	88329.0	UKB	0.87585884	36764567	15.0	36809768	Free Cholesterol in Large LDL	UKB	97990.0	EUR	0.91623086	37	36809768_EFO_0022176
GCST90269629	36809768	EFO_0022174	GCST90269629_EFO_0022174	36809768_EFO_0022174	Phospholipids in large LDL (UKB data field 23532)	88329.0	UKB	0.8533522	36764567	17.0	36809768	Phospholipids in Large LDL	UKB	97972.0	EUR	0.9153661	33	36809768_EFO_0022174
GCST90025958	37262146	EFO_0004696	GCST90025958_EFO_0004696	37262146_EFO_0004696	Sex hormone-binding globulin levels	397043.0	UKB	0.9094652	34226706	15.0	37262146	SHBG measurement	UKB	365408.0	EUR	0.9384756	37	37262146_EFO_0004696
GCST90025958	36809768	EFO_0004696	GCST90025958_EFO_0004696	36809768_EFO_0004696	Sex hormone-binding globulin levels	397043.0	UKB	0.9094652	34226706	15.0	36809768	SHBG measurement	UKB	356748.0	EUR	0.9384756	269	36809768_EFO_0004696
GCST90025958	34662886	EFO_0004696	GCST90025958_EFO_0004696	34662886_EFO_0004696	Sex hormone-binding globulin levels	397043.0	UKB	0.9094652	34226706	15.0	34662886	SHBG (30830) measurement	UKB	374766.9791666667	EUR	0.9263716	14	34662886_EFO_0004696
GCST90025958	34226706	EFO_0004696	GCST90025958_EFO_0004696	34226706_EFO_0004696	Sex hormone-binding globulin levels	397043.0	UKB	0.9094652	34226706	15.0	34226706	Biochemistry SHBG measurement	UKB	397043.0	EUR	0.9238289	35	34226706_EFO_0004696
GCST001612	34375979	EFO_0004696	GCST001612_EFO_0004696	34375979_EFO_0004696	Sex hormone-binding globulin levels	21791.0		0.9094653	22829776	7.0	34375979	SHBG measurement	UKB	232971.0	EUR	0.9384754	5	34375979_EFO_0004696
GCST001612	37262146	EFO_0004696	GCST001612_EFO_0004696	37262146_EFO_0004696	Sex hormone-binding globulin levels	21791.0		0.9094653	22829776	7.0	37262146	SHBG measurement	UKB	365408.0	EUR	0.9384756	37	37262146_EFO_0004696
GCST001612	36809768	EFO_0004696	GCST001612_EFO_0004696	36809768_EFO_0004696	Sex hormone-binding globulin levels	21791.0		0.9094653	22829776	7.0	36809768	SHBG measurement	UKB	356748.0	EUR	0.9384756	269	36809768_EFO_0004696
GCST001612	34662886	EFO_0004696	GCST001612_EFO_0004696	34662886_EFO_0004696	Sex hormone-binding globulin levels	21791.0		0.9094653	22829776	7.0	34662886	SHBG (30830) measurement	UKB	374766.9791666667	EUR	0.9263716	14	34662886_EFO_0004696
GCST001612	34226706	EFO_0004696	GCST001612_EFO_0004696	34226706_EFO_0004696	Sex hormone-binding globulin levels	21791.0		0.9094653	22829776	7.0	34226706	Biochemistry SHBG measurement	UKB	397043.0	EUR	0.9238289	35	34226706_EFO_0004696
GCST90249533	34375979	EFO_0004696	GCST90249533_EFO_0004696	34375979_EFO_0004696	Sex hormone-binding globulin levels	10708.0	other	0.9094652	34648354	3.0	34375979	SHBG measurement	UKB	232971.0	EUR	0.9384754	5	34375979_EFO_0004696
GCST90249533	37262146	EFO_0004696	GCST90249533_EFO_0004696	37262146_EFO_0004696	Sex hormone-binding globulin levels	10708.0	other	0.9094652	34648354	3.0	37262146	SHBG measurement	UKB	365408.0	EUR	0.9384756	37	37262146_EFO_0004696
GCST90249533	36809768	EFO_0004696	GCST90249533_EFO_0004696	36809768_EFO_0004696	Sex hormone-binding globulin levels	10708.0	other	0.9094652	34648354	3.0	36809768	SHBG measurement	UKB	356748.0	EUR	0.9384756	269	36809768_EFO_0004696
GCST90249533	34662886	EFO_0004696	GCST90249533_EFO_0004696	34662886_EFO_0004696	Sex hormone-binding globulin levels	10708.0	other	0.9094652	34648354	3.0	34662886	SHBG (30830) measurement	UKB	374766.9791666667	EUR	0.9263716	14	34662886_EFO_0004696
GCST90249533	34226706	EFO_0004696	GCST90249533_EFO_0004696	34226706_EFO_0004696	Sex hormone-binding globulin levels	10708.0	other	0.9094652	34648354	3.0	34226706	Biochemistry SHBG measurement	UKB	397043.0	EUR	0.9238289	35	34226706_EFO_0004696
GCST90027091	34375979	EFO_0004696	GCST90027091_EFO_0004696	34375979_EFO_0004696	Sex hormone-binding globulin levels	148248.0	UKB	0.90946543	34321204	80.0	34375979	SHBG measurement	UKB	232971.0	EUR	0.9384754	5	34375979_EFO_0004696
GCST90027091	37262146	EFO_0004696	GCST90027091_EFO_0004696	37262146_EFO_0004696	Sex hormone-binding globulin levels	148248.0	UKB	0.90946543	34321204	80.0	37262146	SHBG measurement	UKB	365408.0	EUR	0.9384756	37	37262146_EFO_0004696
GCST90027091	36809768	EFO_0004696	GCST90027091_EFO_0004696	36809768_EFO_0004696	Sex hormone-binding globulin levels	148248.0	UKB	0.90946543	34321204	80.0	36809768	SHBG measurement	UKB	356748.0	EUR	0.9384756	269	36809768_EFO_0004696
GCST90027091	34662886	EFO_0004696	GCST90027091_EFO_0004696	34662886_EFO_0004696	Sex hormone-binding globulin levels	148248.0	UKB	0.90946543	34321204	80.0	34662886	SHBG (30830) measurement	UKB	374766.9791666667	EUR	0.9263716	14	34662886_EFO_0004696
GCST90027091	34226706	EFO_0004696	GCST90027091_EFO_0004696	34226706_EFO_0004696	Sex hormone-binding globulin levels	148248.0	UKB	0.90946543	34321204	80.0	34226706	Biochemistry SHBG measurement	UKB	397043.0	EUR	0.9238289	35	34226706_EFO_0004696
GCST90020234	34375979	EFO_0004696	GCST90020234_EFO_0004696	34375979_EFO_0004696	Sex hormone-binding globulin levels	389354.0	UKB	0.9094653	33980691	25.0	34375979	SHBG measurement	UKB	232971.0	EUR	0.9384754	5	34375979_EFO_0004696
GCST90020234	37262146	EFO_0004696	GCST90020234_EFO_0004696	37262146_EFO_0004696	Sex hormone-binding globulin levels	389354.0	UKB	0.9094653	33980691	25.0	37262146	SHBG measurement	UKB	365408.0	EUR	0.9384756	37	37262146_EFO_0004696
GCST90020234	36809768	EFO_0004696	GCST90020234_EFO_0004696	36809768_EFO_0004696	Sex hormone-binding globulin levels	389354.0	UKB	0.9094653	33980691	25.0	36809768	SHBG measurement	UKB	356748.0	EUR	0.9384756	269	36809768_EFO_0004696
GCST90020234	34662886	EFO_0004696	GCST90020234_EFO_0004696	34662886_EFO_0004696	Sex hormone-binding globulin levels	389354.0	UKB	0.9094653	33980691	25.0	34662886	SHBG (30830) measurement	UKB	374766.9791666667	EUR	0.9263716	14	34662886_EFO_0004696
GCST90020234	34226706	EFO_0004696	GCST90020234_EFO_0004696	34226706_EFO_0004696	Sex hormone-binding globulin levels	389354.0	UKB	0.9094653	33980691	25.0	34226706	Biochemistry SHBG measurement	UKB	397043.0	EUR	0.9238289	35	34226706_EFO_0004696
GCST90102553	34375979	MONDO_0005277	GCST90102553_MONDO_0005277	34375979_MONDO_0005277	Migraine	873341.0	IHGC|23andMe|UKB|HUNT	0.90863657	35115687	66.0	34375979	Migraine	UKB	194812.0	EUR	0.90863645	19	34375979_MONDO_0005277
GCST003720	34375979	MONDO_0005277	GCST003720_MONDO_0005277	34375979_MONDO_0005277	Migraine	375752.0		0.90863645	27322543	18.0	34375979	Migraine	UKB	194812.0	EUR	0.90863645	19	34375979_MONDO_0005277
GCST001563	34375979	MONDO_0005277	GCST001563_MONDO_0005277	34375979_MONDO_0005277	Migraine	6906.0		0.90863645	22683712	7.0	34375979	Migraine	UKB	194812.0	EUR	0.90863645	19	34375979_MONDO_0005277
GCST003986	34375979	MONDO_0005277	GCST003986_MONDO_0005277	34375979_MONDO_0005277	Migraine	283985.0		0.9086363	27182965	14.0	34375979	Migraine	UKB	194812.0	EUR	0.90863645	19	34375979_MONDO_0005277
GCST90244094	30175238	EFO_0004713	GCST90244094_EFO_0004713	30175238_EFO_0004713	Lung function (FEV1/FVC)	588452.0	AHS|ALSPAC|ARIC|B58C|BHS|CHS|CKB|Croatia|EPIC-Norfolk|EXCEED|FHS|FinnTwin|GS:SFHS|Health2000|HCHS|HUNT|KORA|LBC|MESA|NEO|NFBC|Orcades|PIVUS|QBB|Raine|RS|SAPALDIA|SHIP|TwinsUK|UKB|UKHLS|VIKING|YFS	0.900171	36914875	192.0	30175238	Ratio of fev1 to fvc	SpiroMeta,CHARGE	68470.0	EUR, AFR	0.8035225	11	30175238_EFO_0004713
GCST90025978	34375979	EFO_0004713	GCST90025978_EFO_0004713	34375979_EFO_0004713	Lung function (FEV1/FVC)	371898.0	UKB	0.900171	34226706	4.0	34375979	Fev1/ fvc ratio z-score	UKB	213774.0	EUR	0.65935874	4	34375979_EFO_0004713
GCST90025978	30175238	EFO_0004713	GCST90025978_EFO_0004713	30175238_EFO_0004713	Lung function (FEV1/FVC)	371898.0	UKB	0.900171	34226706	4.0	30175238	Ratio of fev1 to fvc	SpiroMeta,CHARGE	68470.0	EUR, AFR	0.8035225	11	30175238_EFO_0004713
GCST007080	34375979	EFO_0004713	GCST007080_EFO_0004713	34375979_EFO_0004713	Lung function (FEV1/FVC)	370000.0		0.900171	30595370	354.0	34375979	Fev1/ fvc ratio z-score	UKB	213774.0	EUR	0.65935874	4	34375979_EFO_0004713
GCST007080	30175238	EFO_0004713	GCST007080_EFO_0004713	30175238_EFO_0004713	Lung function (FEV1/FVC)	370000.0		0.900171	30595370	354.0	30175238	Ratio of fev1 to fvc	SpiroMeta,CHARGE	68470.0	EUR, AFR	0.8035225	11	30175238_EFO_0004713
GCST90054785	34375979	EFO_0004713	GCST90054785_EFO_0004713	34375979_EFO_0004713	Lung function (FEV1/FVC)	100285.0	CKB	0.900171	33766948	3.0	34375979	Fev1/ fvc ratio z-score	UKB	213774.0	EUR	0.65935874	4	34375979_EFO_0004713
GCST90054785	30175238	EFO_0004713	GCST90054785_EFO_0004713	30175238_EFO_0004713	Lung function (FEV1/FVC)	100285.0	CKB	0.900171	33766948	3.0	30175238	Ratio of fev1 to fvc	SpiroMeta,CHARGE	68470.0	EUR, AFR	0.8035225	11	30175238_EFO_0004713
GCST007431	34375979	EFO_0004713	GCST007431_EFO_0004713	34375979_EFO_0004713	Lung function (FEV1/FVC)	321047.0		0.900171	30804560	83.0	34375979	Fev1/ fvc ratio z-score	UKB	213774.0	EUR	0.65935874	4	34375979_EFO_0004713
GCST007431	30175238	EFO_0004713	GCST007431_EFO_0004713	30175238_EFO_0004713	Lung function (FEV1/FVC)	321047.0		0.900171	30804560	83.0	30175238	Ratio of fev1 to fvc	SpiroMeta,CHARGE	68470.0	EUR, AFR	0.8035225	11	30175238_EFO_0004713
GCST001150	34375979	EFO_0004197	GCST001150_EFO_0004197	34375979_EFO_0004197	Hepatitis B	2514.0		0.8976258	21750111	3.0	34375979	Hepatitis b	UKB	281104.0	EUR	0.8976258	7	34375979_EFO_0004197
GCST007443	34375979	EFO_1000391	GCST007443_EFO_1000391	34375979_EFO_1000391	Nasal polyps	719047.0		0.8970324	30643255	9.0	34375979	Nasal polyps	UKB	281104.0	EUR	0.8970324	7	34375979_EFO_1000391
GCST90269779	34375979	EFO_1000391	GCST90269779_EFO_1000391	34375979_EFO_1000391	ICD10 J33: nasal polyps	203127.0		0.7635938	36653354	5.0	34375979	Nasal polyps	UKB	281104.0	EUR	0.8970324	7	34375979_EFO_1000391
GCST90269790	34375979	EFO_1000391	GCST90269790_EFO_1000391	34375979_EFO_1000391	Nasal polyposis (MTAG)	203127.0		0.70297486	36653354	5.0	34375979	Nasal polyps	UKB	281104.0	EUR	0.8970324	7	34375979_EFO_1000391
GCST90018826	34375979	EFO_0001422	GCST90018826_EFO_0001422	34375979_EFO_0001422	Cirrhosis	526132.0	BBJ|UKB	0.89251137	34594039	3.0	34375979	Fibrosis and cirrhosis of liver	UKB	212990.0	EUR	0.8111677	15	34375979_EFO_0001422
GCST90018606	34375979	EFO_0001422	GCST90018606_EFO_0001422	34375979_EFO_0001422	Cirrhosis	178726.0	BBJ	0.89251137	34594039	4.0	34375979	Fibrosis and cirrhosis of liver	UKB	212990.0	EUR	0.8111677	15	34375979_EFO_0001422
GCST004631	34662886	EFO_0007992	GCST004631_EFO_0007992	34662886_EFO_0007992	Basophil percentage of white cells	171996.0		0.88406885	27863252	24.0	34662886	Basophil percentage (30220)	UKB	418439.4444444445	EUR	0.79915315	4	34662886_EFO_0007992
GCST90020244	34375979	EFO_0003762	GCST90020244_EFO_0003762	34375979_EFO_0003762	Vitamin D insufficiency	175977.0		0.8833738	34308111	9.0	34375979	Vitamin d deficiency	UKB	220528.0	EUR	0.99999994	13	34375979_EFO_0003762
GCST90002382	34662886	EFO_0007991	GCST90002382_EFO_0007991	34662886_EFO_0007991	Eosinophil percentage of white cells	408112.0	UKB	0.8812634	32888494	263.0	34662886	Eosinophil percentage (30210)	UKB	418308.2682926829	EUR	0.76361597	14	34662886_EFO_0007991
GCST004600	34375979	EFO_0007991	GCST004600_EFO_0007991	34375979_EFO_0007991	Eosinophil percentage of white cells	172378.0		0.8812634	27863252	95.0	34375979	Eosinophill percentage	UKB	260834.0	EUR	0.77312815	6	34375979_EFO_0007991
GCST004600	34662886	EFO_0007991	GCST004600_EFO_0007991	34662886_EFO_0007991	Eosinophil percentage of white cells	172378.0		0.8812634	27863252	95.0	34662886	Eosinophil percentage (30210)	UKB	418308.2682926829	EUR	0.76361597	14	34662886_EFO_0007991
GCST90025952	36809768	EFO_0004615	GCST90025952_EFO_0004615	36809768_EFO_0004615	Apolipoprotein B levels	435744.0	UKB	0.8804139	34226706	9.0	36809768	Apolipoprotein B measurement	UKB	391332.0	EUR	0.9999999	161	36809768_EFO_0004615
GCST010243	34375979	EFO_0004615	GCST010243_EFO_0004615	34375979_EFO_0004615	Apolipoprotein B levels	439214.0		0.880414	32203549	132.0	34375979	Apolipoprotein b measurement	UKB	255235.0	EUR	1.0	9	34375979_EFO_0004615
GCST010243	36809768	EFO_0004615	GCST010243_EFO_0004615	36809768_EFO_0004615	Apolipoprotein B levels	439214.0		0.880414	32203549	132.0	36809768	Apolipoprotein B measurement	UKB	391332.0	EUR	0.9999999	161	36809768_EFO_0004615
GCST90301946	34375979	EFO_0004615	GCST90301946_EFO_0004615	34375979_EFO_0004615	Apolipoprotein B levels	136016.0	Multiple	0.8804139	38448586	25.0	34375979	Apolipoprotein b measurement	UKB	255235.0	EUR	1.0	9	34375979_EFO_0004615
GCST90301946	36809768	EFO_0004615	GCST90301946_EFO_0004615	36809768_EFO_0004615	Apolipoprotein B levels	136016.0	Multiple	0.8804139	38448586	25.0	36809768	Apolipoprotein B measurement	UKB	391332.0	EUR	0.9999999	161	36809768_EFO_0004615
GCST90246545	34375979	EFO_0004615	GCST90246545_EFO_0004615	34375979_EFO_0004615	Apolipoprotein B levels	10708.0	other	0.8804139	34648354	3.0	34375979	Apolipoprotein b measurement	UKB	255235.0	EUR	1.0	9	34375979_EFO_0004615
GCST90246545	36809768	EFO_0004615	GCST90246545_EFO_0004615	36809768_EFO_0004615	Apolipoprotein B levels	10708.0	other	0.8804139	34648354	3.0	36809768	Apolipoprotein B measurement	UKB	391332.0	EUR	0.9999999	161	36809768_EFO_0004615
GCST90019496	34375979	EFO_0004615	GCST90019496_EFO_0004615	34375979_EFO_0004615	Apolipoprotein B levels	354097.0	UKB	0.8804139	33462484	208.0	34375979	Apolipoprotein b measurement	UKB	255235.0	EUR	1.0	9	34375979_EFO_0004615
GCST90019496	36809768	EFO_0004615	GCST90019496_EFO_0004615	36809768_EFO_0004615	Apolipoprotein B levels	354097.0	UKB	0.8804139	33462484	208.0	36809768	Apolipoprotein B measurement	UKB	391332.0	EUR	0.9999999	161	36809768_EFO_0004615
GCST006423	34375979	EFO_0003931	GCST006423_EFO_0003931	34375979_EFO_0003931	Fractures	264973.0		0.8785974	30158200	9.0	34375979	Fracture of forearm	UKB	193253.0	EUR	0.6740986	7	34375979_EFO_0003931
GCST010516	34375979	EFO_0003931	GCST010516_EFO_0003931	34375979_EFO_0003931	Fractures (paediatric)	3230.0		0.71803707	32742401	3.0	34375979	Fracture of forearm	UKB	193253.0	EUR	0.6740986	7	34375979_EFO_0003931
GCST001949	34375979	EFO_0000668	GCST001949_EFO_0000668	34375979_EFO_0000668	Preeclampsia	3003.0		1.0	23551011	10.0	34375979	Gestational hypertension|pre-eclampsia	UKB	281104.0	EUR	0.7837229	4	34375979_EFO_0000668
GCST006629	33230300	EFO_0005763	GCST006629_EFO_0005763	33230300_EFO_0005763	Pulse pressure	757601.0		0.8765217	30224653	65.0	33230300	Pulse pressure measurement	Mixed	670472.0	EUR	1.0000002	76	33230300_EFO_0005763
GCST012377	33230300	EFO_0005763	GCST012377_EFO_0005763	33230300_EFO_0005763	Pulse pressure	670472.0	UKB|MVP	0.8765217	33230300	7.0	33230300	Pulse pressure measurement	Mixed	670472.0	EUR	1.0000002	76	33230300_EFO_0005763
GCST90018970	33230300	EFO_0005763	GCST90018970_EFO_0005763	33230300_EFO_0005763	Pulse pressure	506308.0	BBJ|UKB	0.8765217	34594039	197.0	33230300	Pulse pressure measurement	Mixed	670472.0	EUR	1.0000002	76	33230300_EFO_0005763
GCST90018750	33230300	EFO_0005763	GCST90018750_EFO_0005763	33230300_EFO_0005763	Pulse pressure	145445.0	BBJ	0.8765217	34594039	9.0	33230300	Pulse pressure measurement	Mixed	670472.0	EUR	1.0000002	76	33230300_EFO_0005763
GCST90018949	37262146	EFO_0004338	GCST90018949_EFO_0004338	37262146_EFO_0004338	Weight	525535.0	BBJ|UKB	0.875551	34594039	313.0	37262146	Weight	UKB	420921.0	EUR	0.875551	29	37262146_EFO_0004338
GCST011971	34375979	EFO_0004338	GCST011971_EFO_0004338	34375979_EFO_0004338	Weight	5472.0		0.87555116	34054925	5.0	34375979	Weight	UKB	268126.0	EUR	0.875551	4	34375979_EFO_0004338
GCST011971	37262146	EFO_0004338	GCST011971_EFO_0004338	37262146_EFO_0004338	Weight	5472.0		0.87555116	34054925	5.0	37262146	Weight	UKB	420921.0	EUR	0.875551	29	37262146_EFO_0004338
GCST90278650	34375979	EFO_0004338	GCST90278650_EFO_0004338	34375979_EFO_0004338	Weight	92615.0	TWB	0.875551	38116116	25.0	34375979	Weight	UKB	268126.0	EUR	0.875551	4	34375979_EFO_0004338
GCST90278650	37262146	EFO_0004338	GCST90278650_EFO_0004338	37262146_EFO_0004338	Weight	92615.0	TWB	0.875551	38116116	25.0	37262146	Weight	UKB	420921.0	EUR	0.875551	29	37262146_EFO_0004338
GCST000299	34375979	EFO_0004338	GCST000299_EFO_0004338	34375979_EFO_0004338	Weight	73758.0		0.875551	19079260	4.0	34375979	Weight	UKB	268126.0	EUR	0.875551	4	34375979_EFO_0004338
GCST000299	37262146	EFO_0004338	GCST000299_EFO_0004338	37262146_EFO_0004338	Weight	73758.0		0.875551	19079260	4.0	37262146	Weight	UKB	420921.0	EUR	0.875551	29	37262146_EFO_0004338
GCST008152	34375979	EFO_0004338	GCST008152_EFO_0004338	34375979_EFO_0004338	Weight	57043.0		0.875551	28552196	93.0	34375979	Weight	UKB	268126.0	EUR	0.875551	4	34375979_EFO_0004338
GCST008152	37262146	EFO_0004338	GCST008152_EFO_0004338	37262146_EFO_0004338	Weight	57043.0		0.875551	28552196	93.0	37262146	Weight	UKB	420921.0	EUR	0.875551	29	37262146_EFO_0004338
GCST90239655	36564505	EFO_0004611	GCST90239655_EFO_0004611	36564505_EFO_0004611	Low density lipoprotein cholesterol levels	1654960.0	multiple	0.8726377	34887591	222.0	36564505	Low-density lipoprotein cholesterol measurement	TOPMed	200000.0	Mixed	0.99488693	7	36564505_EFO_0004611
GCST90239655	30140000	EFO_0004611	GCST90239655_EFO_0004611	30140000_EFO_0004611	Low density lipoprotein cholesterol levels	1654960.0	multiple	0.8726377	34887591	222.0	30140000	Low-density lipoprotein cholesterol measurement	Study30140000	16324.0	Mixed	0.99488693	4	30140000_EFO_0004611
GCST90239655	31367044	EFO_0004611	GCST90239655_EFO_0004611	31367044_EFO_0004611	Low density lipoprotein cholesterol levels	1654960.0	multiple	0.8726377	34887591	222.0	31367044	LDL-C measurement	Finnish	12519.0	EUR	0.84300977	8	31367044_EFO_0004611
GCST90239655	36280733	EFO_0004611	GCST90239655_EFO_0004611	36280733_EFO_0004611	Low density lipoprotein cholesterol levels	1654960.0	multiple	0.8726377	34887591	222.0	36280733	LDL-C	Mixed	74962.0	EUR	0.6864028	12	36280733_EFO_0004611
GCST90002412	34375979	EFO_0004611	GCST90002412_EFO_0004611	34375979_EFO_0004611	Low density lipoprotein cholesterol levels	431167.0		0.8726377	32493714	80.0	34375979	Ldl direct measurement	UKB	256046.0	EUR	0.50094265	10	34375979_EFO_0004611
GCST90002412	36564505	EFO_0004611	GCST90002412_EFO_0004611	36564505_EFO_0004611	Low density lipoprotein cholesterol levels	431167.0		0.8726377	32493714	80.0	36564505	Low-density lipoprotein cholesterol measurement	TOPMed	200000.0	Mixed	0.99488693	7	36564505_EFO_0004611
GCST90002412	30140000	EFO_0004611	GCST90002412_EFO_0004611	30140000_EFO_0004611	Low density lipoprotein cholesterol levels	431167.0		0.8726377	32493714	80.0	30140000	Low-density lipoprotein cholesterol measurement	Study30140000	16324.0	Mixed	0.99488693	4	30140000_EFO_0004611
GCST90002412	31367044	EFO_0004611	GCST90002412_EFO_0004611	31367044_EFO_0004611	Low density lipoprotein cholesterol levels	431167.0		0.8726377	32493714	80.0	31367044	LDL-C measurement	Finnish	12519.0	EUR	0.84300977	8	31367044_EFO_0004611
GCST90002412	36280733	EFO_0004611	GCST90002412_EFO_0004611	36280733_EFO_0004611	Low density lipoprotein cholesterol levels	431167.0		0.8726377	32493714	80.0	36280733	LDL-C	Mixed	74962.0	EUR	0.6864028	12	36280733_EFO_0004611
GCST90019512	34375979	EFO_0004611	GCST90019512_EFO_0004611	34375979_EFO_0004611	Low density lipoprotein cholesterol levels	355197.0	UKB	0.8726377	33462484	202.0	34375979	Ldl direct measurement	UKB	256046.0	EUR	0.50094265	10	34375979_EFO_0004611
GCST90019512	36564505	EFO_0004611	GCST90019512_EFO_0004611	36564505_EFO_0004611	Low density lipoprotein cholesterol levels	355197.0	UKB	0.8726377	33462484	202.0	36564505	Low-density lipoprotein cholesterol measurement	TOPMed	200000.0	Mixed	0.99488693	7	36564505_EFO_0004611
GCST90019512	30140000	EFO_0004611	GCST90019512_EFO_0004611	30140000_EFO_0004611	Low density lipoprotein cholesterol levels	355197.0	UKB	0.8726377	33462484	202.0	30140000	Low-density lipoprotein cholesterol measurement	Study30140000	16324.0	Mixed	0.99488693	4	30140000_EFO_0004611
GCST90019512	31367044	EFO_0004611	GCST90019512_EFO_0004611	31367044_EFO_0004611	Low density lipoprotein cholesterol levels	355197.0	UKB	0.8726377	33462484	202.0	31367044	LDL-C measurement	Finnish	12519.0	EUR	0.84300977	8	31367044_EFO_0004611
GCST90019512	36280733	EFO_0004611	GCST90019512_EFO_0004611	36280733_EFO_0004611	Low density lipoprotein cholesterol levels	355197.0	UKB	0.8726377	33462484	202.0	36280733	LDL-C	Mixed	74962.0	EUR	0.6864028	12	36280733_EFO_0004611
GCST90239612	34375979	EFO_0004611	GCST90239612_EFO_0004611	34375979_EFO_0004611	Low density lipoprotein cholesterol levels	76650.0	Taiwan	0.8726377	36329257	31.0	34375979	Ldl direct measurement	UKB	256046.0	EUR	0.50094265	10	34375979_EFO_0004611
GCST90239612	36564505	EFO_0004611	GCST90239612_EFO_0004611	36564505_EFO_0004611	Low density lipoprotein cholesterol levels	76650.0	Taiwan	0.8726377	36329257	31.0	36564505	Low-density lipoprotein cholesterol measurement	TOPMed	200000.0	Mixed	0.99488693	7	36564505_EFO_0004611
GCST90239612	30140000	EFO_0004611	GCST90239612_EFO_0004611	30140000_EFO_0004611	Low density lipoprotein cholesterol levels	76650.0	Taiwan	0.8726377	36329257	31.0	30140000	Low-density lipoprotein cholesterol measurement	Study30140000	16324.0	Mixed	0.99488693	4	30140000_EFO_0004611
GCST90239612	31367044	EFO_0004611	GCST90239612_EFO_0004611	31367044_EFO_0004611	Low density lipoprotein cholesterol levels	76650.0	Taiwan	0.8726377	36329257	31.0	31367044	LDL-C measurement	Finnish	12519.0	EUR	0.84300977	8	31367044_EFO_0004611
GCST90239612	36280733	EFO_0004611	GCST90239612_EFO_0004611	36280733_EFO_0004611	Low density lipoprotein cholesterol levels	76650.0	Taiwan	0.8726377	36329257	31.0	36280733	LDL-C	Mixed	74962.0	EUR	0.6864028	12	36280733_EFO_0004611
GCST90090990	34375979	EFO_0004611	GCST90090990_EFO_0004611	34375979_EFO_0004611	Low density lipoprotein cholesterol levels	67087.0	ARIC|BMBB|CARDIA|HCHS|SOL|WHI	0.8726377	32226016	10.0	34375979	Ldl direct measurement	UKB	256046.0	EUR	0.50094265	10	34375979_EFO_0004611
GCST90090990	36564505	EFO_0004611	GCST90090990_EFO_0004611	36564505_EFO_0004611	Low density lipoprotein cholesterol levels	67087.0	ARIC|BMBB|CARDIA|HCHS|SOL|WHI	0.8726377	32226016	10.0	36564505	Low-density lipoprotein cholesterol measurement	TOPMed	200000.0	Mixed	0.99488693	7	36564505_EFO_0004611
GCST90090990	30140000	EFO_0004611	GCST90090990_EFO_0004611	30140000_EFO_0004611	Low density lipoprotein cholesterol levels	67087.0	ARIC|BMBB|CARDIA|HCHS|SOL|WHI	0.8726377	32226016	10.0	30140000	Low-density lipoprotein cholesterol measurement	Study30140000	16324.0	Mixed	0.99488693	4	30140000_EFO_0004611
GCST90090990	31367044	EFO_0004611	GCST90090990_EFO_0004611	31367044_EFO_0004611	Low density lipoprotein cholesterol levels	67087.0	ARIC|BMBB|CARDIA|HCHS|SOL|WHI	0.8726377	32226016	10.0	31367044	LDL-C measurement	Finnish	12519.0	EUR	0.84300977	8	31367044_EFO_0004611
GCST90090990	36280733	EFO_0004611	GCST90090990_EFO_0004611	36280733_EFO_0004611	Low density lipoprotein cholesterol levels	67087.0	ARIC|BMBB|CARDIA|HCHS|SOL|WHI	0.8726377	32226016	10.0	36280733	LDL-C	Mixed	74962.0	EUR	0.6864028	12	36280733_EFO_0004611
GCST90002399	34662886	EFO_0007990	GCST90002399_EFO_0007990	34662886_EFO_0007990	Neutrophil percentage of white cells	408112.0	UKB	0.8704676	32888494	235.0	34662886	Neutrophil percentage (30200)	UKB	418391.3333333333	EUR	0.8099764	15	34662886_EFO_0007990
