Entrez	Chrom	Start	End	GeneSize	CDS_length
51250	6	107028199	107051586	23387	1420
51251	7	33014113	33062796	48683	1559
51252	2	96875882	96986580	110698	1004
51253	1	54184041	54225464	41423	747
51255	2	85595725	85597708	1983	623
51256	6	13266542	13328583	62041	2229
51257	19	8413270	8439017	25747	1192
51258	12	6491886	6493841	1955	898
51259	11	61392393	61398866	6473	908
5126	20	17226107	17484578	258471	4674
51260	X	76173040	76178755	5715	977
51263	2	99181152	99199561	18409	567
51264	17	50367857	50373207	5350	732
51265	5	134286350	134371047	84697	1417
51266	12	9985642	10013424	27782	783
51267	12	10069554	10111627	42073	2685
51268	17	28950513	29057216	106703	1772
5127	X	47217860	47229997	12137	562
51270	X	133216662	133218354	1692	1693
51271	9	34179005	34252523	73518	2029
51272	11	167784	207399	39615	637
51274	4	38664197	38701517	37320	5594
51275	12	111839758	111842902	3144	910
51276	19	37554782	37594792	40010	1700
51277	2	24943636	24972094	28458	4831
51278	1	181088700	181092900	4200	4201
51279	12	7089587	7109238	19651	1038
5128	12	96278261	96400480	122219	4036
51280	9	86026146	86100173	74027	3046
51281	2	240479422	240569209	89787	2449
51282	20	35953617	35959472	5855	771
51283	16	14632931	14669236	36305	1177
51284	X	12867072	12890361	23289	5003
51285	15	65053337	65076690	23353	2519
51286	11	787115	790113	2998	1605
51287	11	73869846	73876901	7055	3733
51289	5	33936386	33938918	2532	2533
5129	1	205504596	205532793	28197	1134
51290	12	29337352	29381189	43837	5033
51291	19	19629476	19643657	14181	3528
51292	14	24232422	24239242	6820	1972
51293	19	8302127	8308358	6231	1729
51294	5	141943581	141969741	26160	5706
51295	19	11505929	11529172	23243	818
51296	11	60937060	60952653	15593	1392
51297	20	33235995	33243311	7316	1063
51298	19	361747	376026	14279	1162
51299	6	5997999	6007605	9606	1582
513	19	1241746	1244825	3079	704
5130	3	196214222	196287957	73735	724
51300	3	119498547	119525090	26543	2379
51301	5	75025346	75052558	27212	5554
51302	6	46549580	46652830	103250	2432
51303	12	48921518	48926474	4956	4957
51304	3	44915257	44976185	60928	3902
51305	8	139600838	139704109	103271	3276
51306	5	137937960	138051961	114001	5465
51307	5	138331935	138349729	17794	558
51308	5	138439057	138446969	7912	2131
51309	X	101550547	101554700	4153	2125
51310	14	23346314	23352912	6598	2245
51311	X	12906620	12923169	16549	4216
51312	8	23528956	23575463	46507	4672
51313	4	158124474	158173318	48844	4875
51314	7	37848597	37900397	51800	2308
51315	2	88027205	88064252	37047	1807
51316	4	83059493	83137075	77582	1459
51317	11	45929319	46121454	192135	7451
51318	2	86199355	86213790	14435	1061
51319	3	158105855	158545730	439875	1410
5132	1	186443566	186461114	17548	1234
51320	18	51174550	51218333	43783	4142
51321	17	68205481	68257712	52231	2650
51322	10	28532493	28623112	90619	1839
51324	15	64963022	64990310	27288	1799
51326	17	46499780	46579695	79915	1110
51327	16	31527900	31528803	903	488
51329	12	122980060	122982913	2853	1591
5133	2	241849884	241858894	9010	2094
51330	16	3018445	3022383	3938	648
51332	15	41848146	41894053	45907	11699
51333	16	30407414	30431108	23694	1454
51334	5	120464300	120687332	223032	1707
51335	15	90265659	90275778	10119	2784
51337	8	142727223	142736927	9704	2239
51338	11	60185657	60318080	132423	1915
51339	14	58633967	58648321	14354	612
5134	6	170575295	170584692	9397	3355
51340	20	20034368	20056046	21678	4015
51341	19	4043303	4066899	23596	6437
51343	19	3506311	3538334	32023	5178
51347	12	118149801	118372907	223106	4301
51348	12	9827481	9845007	17526	1096
51350	12	52768155	52777345	9190	2529
51351	7	64970663	65006687	36024	9250
51352	11	32435324	32500645	65321	380
5136	2	182139968	182523359	383391	5176
51360	X	21839617	21885423	45806	1862
51361	1	59814786	59876322	61536	519
51362	6	110180141	110254275	74134	3372
51363	10	124007668	124093598	85930	4810
51364	3	50341110	50345732	4622	676
51365	3	119597875	119629811	31936	1743
51366	8	102252273	102412759	160486	10895
51367	12	120578764	120581402	2638	913
51368	3	51662693	51704323	41630	531
5137	7	31751179	32428131	676952	4349
51371	13	28659065	28678959	19894	545
51372	3	48440257	48444208	3951	688
51373	7	55951877	55956500	4623	1786
51374	2	27212041	27217178	5137	1227
51375	1	98661701	98760500	98799	1589
51377	1	193012250	193060080	47830	5327
51378	20	869900	916334	46434	4692
51379	17	30769388	30824692	55304	522
5138	11	72576141	72674591	98450	4284
51380	12	53157663	53180925	23262	2645
51382	14	67294371	67360265	65894	1750
51384	7	121325367	121341104	15737	1230
51385	3	48241100	48299253	58153	1677
51386	22	37848868	37889407	40539	3220
51388	16	69337996	69343106	5110	3936
51389	6	116571409	116597675	26266	857
5139	12	20368537	20688583	320046	12486
51390	6	143060496	143341058	280562	727
51393	17	16415571	16437003	21432	2779
51397	5	116085016	116412762	327746	1435
51398	19	12668073	12669415	1342	619
51399	11	119018763	119025454	6691	569
514	20	59025475	59032345	6870	3610
5140	11	14643804	14872044	228240	5995
51400	11	74171267	74254703	83436	590
51406	6	13615335	13632739	17404	1683
51409	3	50569152	50596168	27016	17064
5141	19	10416773	10469630	52857	2707
51411	12	51281038	51324668	43630	2003
51412	7	100643097	100656448	13351	1524
5142	1	65792514	66374579	582065	3998
51421	3	134355347	134375479	20132	4868
51422	7	151556124	151877214	321090	2318
51426	5	75511845	75609991	98146	2482
51427	7	64666099	64711577	45478	4831
51428	5	177511577	177516961	5384	686
51429	6	157700387	157945077	244690	542
5143	19	18207965	18248200	40235	4655
51430	1	172532349	172611833	79484	5916
51433	12	121308245	121399896	91651	1141
51434	12	110372900	110403730	30830	3023
51435	8	27633868	27676776	42908	1910
51438	X	142202342	142205290	2948	1994
51439	6	17600302	17611719	11417	4726
5144	5	58969038	60522120	1553082	8203
51440	1	39678648	39691485	12837	4600
51441	1	28736621	28769775	33154	864
51442	X	136532215	136556807	24592	1144
51444	18	32091874	32131561	39687	3551
51447	3	48688003	48740353	52350	1746
51449	2	70257386	70281185	23799	556
5145	5	149857953	149944793	86840	5645
51450	9	129665647	129722674	57027	1305
51451	16	25111731	25178231	66500	1529
51454	2	188291669	188595931	304262	2643
51455	2	99400475	99490035	89560	4686
51458	15	89471398	89496589	25191	1862
5146	10	93612537	93666010	53473	3358
51460	3	52903572	53046750	143178	4553
51463	1	147928393	147993592	65199	1954
51465	6	89326625	89352722	26097	4164
51466	14	99971449	100144236	172787	2353
5147	2	231732433	231786272	53839	1140
51473	6	24171755	24358059	186304	3684
51474	12	50175788	50283520	107732	2652
51475	11	67518912	67524517	5605	789
51477	19	18434388	18438167	3779	2039
51478	1	162790702	162812823	22121	2541
51479	17	4163821	4263995	100174	7506
5148	17	81650459	81663112	12653	988
51480	X	8169944	8171267	1323	815
51481	X	6533618	6535118	1500	995
5149	12	14973042	14981865	8823	727
51490	9	128819651	128829794	10143	4259
51491	5	176383946	176388927	4981	881
51493	22	32387582	32412248	24666	2019
51495	15	65530418	65578349	47931	1797
51496	15	44427622	44529038	101416	6433
51497	20	58981208	58995133	13925	2303
51499	12	120443964	120446384	2420	1151
515	1	111448864	111462773	13909	716
5150	8	65714334	65842322	127988	6961
51501	11	86302211	86345943	43732	1694
51503	11	94962620	94973586	10966	1522
51504	11	64316460	64318074	1614	823
51506	1	161152776	161158856	6080	803
51507	20	56468585	56519449	50864	1745
5151	15	84980440	85139145	158705	3984
51510	9	33264879	33282070	17191	1957
51512	22	46296870	46330810	33940	2983
51513	6	36354091	36387800	33709	1530
51514	1	212035553	212107400	71847	4409
51517	3	48673844	48686364	12520	2925
5152	21	42653621	42775509	121888	2192
51520	5	146110566	146182696	72130	5318
51522	6	10722915	10731129	8214	1177
51523	5	139647299	139683882	36583	503
51524	11	61361964	61377890	15926	3231
51526	20	44195939	44210771	14832	2109
51527	14	96363452	96387288	23836	2169
51528	14	59484443	59505410	20967	2347
51529	17	81890790	81900991	10201	581
5153	12	54549601	54579239	29638	3193
51530	7	130018287	130051401	33114	1834
51531	9	97894512	97922500	27988	5434
51533	3	52410660	52423641	12981	2127
51534	6	142147162	142224685	77523	6991
51535	12	42238447	42459715	221268	1777
51537	22	30425623	30429054	3431	482
51538	1	31296982	31364953	67971	1705
5154	7	497258	520296	23038	2742
51540	2	238060924	238099413	38489	2526
51542	2	63892146	64019428	127282	4337
51545	19	55635459	55645623	10164	1324
51547	17	81911939	81921323	9384	3445
51548	19	4174109	4182566	8457	1372
5155	22	39223359	39244982	21623	3728
51550	14	102341102	102362916	21814	4270
51552	9	121178133	121223014	44881	4149
51554	3	132597270	132618967	21697	2310
51555	3	179794958	180037053	242095	8540
51557	6	63275951	63319983	44032	608
51559	12	103770453	103841234	70781	2172
5156	4	54229280	54298245	68965	2202
51560	3	133824235	133895882	71647	5596
51561	12	56334174	56340410	6236	709
51562	14	36298564	36320637	22073	1603
51564	12	47782722	47833132	50410	4065
51566	X	101622797	101627843	5046	3730
51567	6	24649979	24666930	16951	2120
51569	13	38349849	38363619	13770	777
5157	8	17576433	17644071	67638	1905
51571	8	129839593	130017504	177911	3798
51573	16	19501693	19522123	20430	2907
51574	4	112637077	112657696	20619	2339
51575	20	13714322	13784919	70597	3216
5158	4	625573	670782	45209	3294
51582	8	102826111	102893864	67753	4317
51585	11	83156988	83187451	30463	7677
51586	22	20495913	20587632	91719	590
51588	19	4007736	4039386	31650	3069
5159	5	150113839	150155872	42033	5700
51592	1	114392790	114511203	118413	8369
51593	7	100875103	100888664	13561	2990
51594	2	15166916	15561340	394424	687
51596	6	33416442	33418317	1875	1054
51599	19	35248330	35267964	19634	873
516	17	48892765	48895871	3106	598
5160	X	19343893	19361718	17825	3277
51601	2	99154955	99163157	8202	1289
51602	2	202265736	202303661	37925	655
51603	1	171781660	171814023	32363	3368
51604	20	45416084	45456934	40850	1880
51605	20	5937228	5950558	13330	2929
51606	8	53715543	53843558	128015	2365
51608	7	876554	896436	19882	2090
5161	4	95840093	95841464	1371	1372
51611	1	100989623	101026088	36465	2159
51614	20	35542038	35557634	15596	1302
51616	X	78129748	78139650	9902	2657
51617	5	174045706	174243501	197795	2350
51619	7	43926436	43956136	29700	3982
5162	3	58427630	58433857	6227	1507
51621	15	31326835	31435665	108830	6845
51622	7	5898725	5926550	27825	545
51626	2	43774039	43810010	35971	1399
51629	17	44319625	44324870	5245	1607
5163	2	172555373	172608669	53296	842
51631	7	139340359	139423457	83098	1525
51633	8	91070196	91087095	16899	3434
51634	X	130401987	130413656	11669	1823
51635	14	60144119	60169856	25737	2322
51637	14	51989514	52010694	21180	7007
51639	2	24067586	24076373	8787	651
5164	17	50094737	50112152	17415	2384
51642	11	73787872	73865133	77261	1560
51643	12	66135846	66170027	34181	2876
51645	6	36854827	36874803	19976	1347
51646	2	30146941	30160537	13596	2499
51647	16	66932065	66934423	2358	446
51649	17	57834781	57850056	15275	5609
5165	X	24465244	24550466	85222	1787
51650	7	141002610	141015228	12618	4210
51651	17	59674636	59707626	32990	409
51652	2	86503430	86563479	60049	3138
51654	20	33358839	33401561	42722	974
51655	17	17494437	17496395	1958	1748
51657	7	75996338	76048004	51666	1415
51659	16	85676198	85690073	13875	2628
5166	7	95583499	95596516	13017	3601
51660	6	166364919	166383013	18094	904
51661	2	178463664	178478600	14936	2876
51663	5	32354350	32444740	90390	4717
51665	2	238426742	238452250	25508	569
51666	7	95478444	95540233	61789	582
51667	7	151341772	151378449	36677	3107
51668	1	53916574	53945699	29125	894
51669	8	30063003	30083208	20205	2020
5167	6	131808016	131895155	87139	732
51673	16	67389809	67393518	3709	1021
51676	14	93934166	93976739	42573	2743
51678	7	24573268	24694193	120925	982
5168	8	119557086	119673453	116367	3233
51684	10	102503972	102633535	129563	5016
51686	1	151762899	151771334	8435	745
5169	6	131628442	131747418	118976	1536
51690	19	2321520	2328611	7091	575
51691	7	118184144	118204035	19891	4030
51692	2	9423651	9473101	49450	871
51693	16	88856220	88862686	6466	1060
51696	6	139135080	139180802	45722	5646
51699	12	110491083	110502111	11028	1531
517	12	53632726	53677408	44682	406
5170	16	2537979	2603190	65211	451
51700	11	7665100	7677222	12122	1338
51701	17	28041737	28196381	154644	695
51702	1	17249098	17284233	35135	3189
51703	10	112374116	112428379	54263	3253
51704	16	19856691	19886167	29476	5144
51705	4	100395341	100880126	484785	3966
51706	1	202961873	202967275	5402	1624
51710	19	12224686	12294883	70197	2051
51714	3	150602875	150630436	27561	783
51715	6	57186992	57222307	35315	2546
51719	2	230712842	230821075	108233	3829
5172	7	107660828	107717809	56981	4737
51720	5	176905005	177022633	117628	2570
51725	3	121593379	121630295	36916	5669
51726	3	186567403	186585800	18397	2398
51727	1	47333790	47394866	61076	2937
51728	16	46407	53608	7201	1372
51729	12	14784582	14803486	18904	4581
5173	20	1978757	1994285	15528	2472
51733	22	24494107	24528390	34283	3154
51734	16	1938229	1943199	4970	1277
51735	5	131423921	131635231	211310	7161
51738	3	10285666	10292947	7281	1434
5174	1	145670852	145708148	37296	1897
51741	16	78099400	79212667	1113267	2331
51742	1	235131634	235328219	196585	3463
51744	1	160830160	160862887	32727	2495
51747	17	50719565	50756219	36654	6987
5175	17	64319415	64413776	94361	6813
51750	20	63657810	63696253	38443	4955
51751	17	44846353	44850476	4123	547
51752	5	96760810	96808100	47290	5495
51754	9	35814451	35865518	51067	2473
51755	17	39461486	39567559	106073	8287
51759	9	129827290	129835863	8573	1795
5176	17	1762029	1777565	15536	478
51760	16	19167971	19268332	100361	580
51761	13	25371974	26025851	653877	9672
51762	15	63189560	63267776	78216	4800
51763	17	1494577	1516742	22165	2706
51764	16	798041	800734	2693	985
51765	X	132023302	132075943	52641	1835
51768	12	26971579	27014434	42855	4315
51773	11	77660009	77820869	160860	11242
51776	2	173075435	173268015	192580	2572
51778	4	119135832	119187789	51957	2549
5178	19	56810077	56840728	30651	8451
51780	5	138352685	138437028	84343	6724
5179	8	56436674	56446671	9997	532
518	2	175176258	175181710	5452	2587
51802	4	155829729	155866277	36548	1696
51804	14	60709539	60724351	14812	6491
51805	6	99369401	99394195	24794	1325
51806	10	5498697	5499570	873	874
51807	22	18110100	18146683	36583	2558
51808	5	126600925	126627252	26327	3609
51809	4	173168811	173323967	155156	1567
51816	22	17178790	17258235	79445	3455
5184	19	33386950	33521823	134873	1763
5187	17	8140467	8156506	16039	6864
5188	4	151670504	151761007	90503	2369
5189	7	92487020	92528520	41500	3329
5190	6	42963865	42979181	15316	3444
5191	6	136822564	136913934	91370	1485
5192	1	2403964	2413797	9833	2905
5193	17	35574795	35578863	4068	2617
5194	2	61017225	61051990	34765	1533
5195	1	10472288	10630758	158470	805
5196	4	73980811	73982027	1216	773
5197	4	73853296	73854483	1187	743
5198	17	8247618	8270491	22873	581
5199	X	47623172	47630305	7133	2751
52	2	264140	278283	14143	559
5201	5	140245035	140303113	58078	1336
5202	1	161100556	161118055	17499	408
5203	20	54207921	54228052	20131	1388
5204	12	53295291	53299452	4161	847
5205	18	57646426	57803315	156889	6161
5207	X	54932961	54998534	65573	2039
5208	1	207034366	207081024	46658	543
5209	10	6144934	6254644	109710	4157
521	4	672436	674330	1894	393
5210	3	48517684	48562015	44331	3499
5211	21	44300051	44327376	27325	3390
5212	2	36696690	36814794	118104	2770
5213	12	48105139	48146404	41265	3003
5214	10	3066333	3137718	71385	432
5216	17	4945652	4949061	3409	807
5217	3	149964904	150050788	85884	2047
5218	7	90466424	91210590	744166	759
522	21	25716503	25735673	19170	492
5222	11	61241175	61251444	10269	1382
5223	10	97426191	97433444	7253	1802
5224	7	44062727	44065567	2840	837
5225	6	41736711	41754109	17398	1371
5226	1	10398592	10420511	21919	806
5228	14	74941834	74955626	13792	1740
5229	5	115204012	115262877	58865	9550
523	3	113746770	113812056	65286	3036
5230	X	77910739	78129295	218556	2405
5232	6	49785660	49787285	1625	1626
5236	1	63593411	63660245	66834	2423
5238	6	83147324	83193936	46612	5136
5239	9	68328308	68531061	202753	1699
5241	11	101029624	101129813	100189	13037
5243	7	87503017	87713323	210306	5205
5244	7	87401696	87480435	78739	4293
5245	17	49404049	49414905	10856	1509
525	2	70935900	70965431	29531	1907
5250	12	98593591	98606379	12788	6087
5251	X	22032325	22494713	462388	6288
5252	6	33410399	33416453	6054	609
5253	9	93576584	93679587	103003	5392
5255	X	72578814	72714319	135505	6286
5256	X	18892298	18984114	91816	5077
5257	16	47461123	47701523	240400	1032
526	8	20197381	20230399	33018	2856
5260	7	56080283	56092996	12713	2226
5261	16	30748293	30761176	12883	908
5264	10	13277796	13302412	24616	1732
5265	14	94376747	94390693	13946	3006
5266	20	45174902	45176544	1642	551
5267	14	94561442	94569913	8471	1665
5268	18	63476958	63505085	28127	1268
5269	6	2948159	2972165	24006	3265
527	16	2513952	2520218	6266	1093
5270	2	223975045	224039318	64273	2229
5271	18	63970029	64019779	49750	3387
5272	6	2887173	2903309	16136	4240
5273	18	63907958	63936111	28153	2155
5274	3	167735243	167825569	90326	582
5275	18	63586989	63604639	17650	580
5276	3	167441914	167478972	37058	1514
5277	X	15319452	15335554	16102	2850
5279	1	172370189	172444086	73897	465
528	8	103021063	103073051	51988	1501
5281	2	46580937	46617055	36118	1294
5283	14	67581955	67600286	18331	760
5284	1	206928522	206946466	17944	4275
5286	11	17077730	17207986	130256	1593
5287	1	204422628	204494805	72177	7686
5288	12	18242961	18648416	405455	5013
5289	18	41955234	42087830	132596	9415
529	22	17592136	17628749	36613	1333
5290	3	179148114	179240093	91979	245
5291	3	138652336	138834928	182592	6340
5292	6	37170152	37175428	5276	2703
5293	1	9629889	9729114	99225	525
5294	7	106865278	106908980	43702	3828
5295	5	68215740	68301821	86081	3042
5296	19	18153163	18170540	17377	3980
5297	22	20707691	20859417	151726	6751
5298	1	151291797	151327715	35918	3934
53	11	47239302	47248906	9604	2111
5300	19	9835257	9849689	14432	517
5301	1	69919322	69920317	995	996
5303	X	72181353	72302926	121573	1094
5304	7	143132077	143139739	7662	578
5305	10	22534854	22714578	179724	3820
5306	17	1517718	1562792	45074	3888
5307	5	135027734	135034813	7079	2337
5308	4	110617423	110642123	24700	1608
5309	10	102230189	102241512	11323	1426
5310	16	2088708	2135898	47190	14140
5311	4	88007635	88077777	70142	5089
5313	1	155289293	155301438	12145	3047
5314	6	51615299	52087613	472314	16271
5315	15	72199029	72231819	32790	3016
5316	21	42974510	43033931	59421	5180
5317	1	201283452	201332993	49541	5447
5318	12	32790745	32896798	106053	2732
5319	12	120322115	120327779	5664	551
5320	1	19975431	19980416	4985	871
5321	1	186828949	186988981	160032	2879
5322	1	20028179	20091911	63732	1871
5324	8	56160909	56211324	50415	7311
5325	6	143940300	144064599	124299	4430
5326	20	32192504	32207743	15239	5656
5327	8	42174718	42207709	32991	3062
5328	10	73909177	73917496	8319	468
5329	19	43646095	43670547	24452	1254
533	1	43974487	43978295	3808	411
5330	15	40278176	40307935	29759	563
5331	11	64251530	64269150	17620	4192
5332	20	9067825	9504593	436768	6009
5333	3	38007496	38029642	22146	685
53335	2	60450520	60554467	103947	3388
53336	X	88747225	88754785	7560	1626
53339	15	83016423	83067252	50829	3194
5334	2	197804593	198572581	767988	6696
53340	11	124673844	124697518	23674	3604
53342	13	20702127	20723098	20971	1285
53343	4	87422573	87459455	36882	2820
53344	X	73563197	73687111	123914	6797
53345	19	19264364	19273391	9027	737
53346	15	83107572	83144854	37282	1638
53347	21	42403447	42447684	44237	567
53349	14	72969451	73027131	57680	3244
5335	20	41136960	41196801	59841	5285
53353	2	140231423	142131016	1899593	15850
53354	10	89579497	89645242	65745	6194
53358	9	89005771	89178818	173047	9819
5336	16	81738248	81962685	224437	389
5337	3	171600404	171810950	210546	6015
53371	4	76107562	76148485	40923	6815
53373	12	113221050	113298585	77535	526
5338	17	4807152	4823434	16282	3443
5339	8	143915153	143976734	61581	14804
534	6	31544444	31548427	3983	1261
5340	6	160702194	160754097	51903	3580
53405	6	45880827	46080348	199521	1015
53407	4	4415742	4542346	126604	1380
5341	2	68365282	68397453	32171	2760
5342	2	87748087	87759476	11389	3016
5343	2	87002559	87021852	19293	960
5345	17	1742836	1755265	12429	2284
5346	15	89664367	89679427	15060	698
5347	16	23677656	23690367	12711	4135
5348	19	35138824	35143109	4285	576
5349	19	35115823	35124324	8501	1378
535	17	42458844	42522582	63738	3028
5350	6	118548296	118561716	13420	2989
5351	1	11934205	11975538	41333	991
5352	3	146035139	146163725	128586	914
5354	X	103773718	103792619	18901	786
5355	X	49171898	49175235	3337	1103
5356	4	154535005	154550400	15395	3317
5357	3	142596393	142713664	117271	3700
5358	X	115561174	115650861	89687	926
5359	3	146515180	146544856	29676	1976
5360	20	45898621	45912155	13534	1731
5361	3	126982693	127037389	54696	1315
53615	19	1573596	1592865	19269	5518
53616	7	87934143	88202889	268746	9334
5362	1	208022242	208244384	222142	11508
53630	16	81238689	81291142	52453	1857
53632	2	218822308	218832086	9778	2388
53635	19	49850735	49860744	10009	995
53637	19	10512742	10517931	5189	2338
5364	3	48403854	48430086	26232	7178
5365	X	153764196	153779346	15150	6377
5366	18	59899996	59904305	4309	1899
5367	12	102196459	102197833	1374	754
5368	8	28316986	28343355	26369	554
537	X	154428633	154436516	7883	2318
5371	15	73994673	74047827	53154	2199
5372	22	41576900	41589871	12971	1242
5373	16	8788823	8862534	73711	907
5375	8	81440326	81447439	7113	3524
5376	17	15229773	15272292	42519	2423
5378	2	189784085	189877629	93544	3018
538	X	77910690	78050395	139705	2198
53820	21	37006150	37019662	13512	2005
53822	19	35143250	35154302	11052	456
53826	11	117836976	117877486	40510	2132
53827	19	35154730	35171791	17061	763
53828	10	43371636	43376335	4699	779
53829	3	151326312	151329549	3237	2765
53831	12	54362445	54364487	2042	1509
53832	6	136999971	137045180	45209	3382
53833	3	136946230	137011085	64855	427
53834	4	1009936	1026898	16962	335
53836	3	151294086	151316820	22734	1199
53838	11	68261338	68272001	10663	2071
53840	11	5619764	5644398	24634	2493
53841	11	616577	626078	9501	3316
53842	4	183318100	183320276	2176	2177
5387	7	75490413	75528172	37759	1316
539	21	33903453	33915814	12361	583
53904	10	25934229	26212532	278303	3376
53905	15	45129933	45165576	35643	5738
53916	19	40778216	40796942	18726	1173
53917	5	177301198	177303744	2546	1588
53918	5	52787916	52804044	16128	4371
53919	12	20695332	20753386	58054	3498
5393	4	121801318	121817021	15703	1317
53938	2	200870907	200889303	18396	1166
5394	1	11066618	11099869	33251	2721
53940	X	31071233	31072041	808	809
53942	11	99020949	100358885	1337936	572
53944	15	64165525	64356173	190648	8085
53947	22	42692121	42721298	29177	2321
5395	7	5970925	6009130	38205	5093
5396	1	170662728	170739421	76693	529
53981	14	92121969	92172145	50176	13003
54	19	11574653	11579993	5340	1746
540	13	51930436	52012125	81689	727
54014	21	39184176	39321559	137383	10141
54020	21	42496008	42581440	85432	1603
54033	21	14216130	14228372	12242	1992
54039	21	45643694	45942454	298760	728
54058	21	46300181	46323875	23694	1196
54059	21	46286342	46297751	11409	739
5406	10	116545931	116567855	21924	1483
54064	21	34723807	34737204	13397	714
54065	21	34375480	34416961	41481	1220
54069	21	32268228	32279049	10821	1546
5407	10	116590385	116609175	18790	565
54072	21	25374242	25431701	57459	1490
5408	10	116620953	116645143	24190	1482
54084	21	44497893	44711572	213679	3958
54088	21	27722327	27751239	28912	576
5409	17	39667981	39670475	2494	821
54093	21	36034541	36079389	44848	4272
54097	21	41304212	41357727	53515	2742
54101	21	41739369	41767089	27720	4016
54102	21	34668994	34718227	49233	4197
54103	7	77310751	77416349	105598	2618
54106	3	52221080	52225645	4565	3352
54107	9	113407235	113410675	3440	2396
54108	8	140511311	140517154	5843	1678
5411	14	39175183	39183220	8037	656
54112	1	100538139	100542021	3882	3492
5412	13	29764371	29850617	86246	4317
5413	22	19714503	19724224	9721	2031
5414	17	58520250	58544368	24118	1556
54143	21	22098616	22116605	17989	727
54145	21	43565182	43565648	466	467
541465	X	135794685	135802787	8102	1066
541466	X	135713639	135723539	9900	823
541468	1	46203334	46221256	17922	1849
54147	21	29496047	29500386	4339	406
541471	2	111006015	111523376	517361	858
541472	7	22725395	22727620	2225	1364
54148	21	25585656	25607517	21861	1074
54149	21	17788974	17819386	30412	5396
541565	8	22599599	22604150	4551	2021
541578	X	149929527	149938700	9173	1440
54165	3	182938074	182985953	47879	7849
54187	9	98056732	98083077	26345	1179
5420	7	131500262	131558217	57955	6170
54205	7	25118656	25125260	6604	5432
54206	1	8004404	8026309	21905	479
54207	14	88180103	88326907	146804	7501
54209	6	41158506	41163186	4680	1012
54210	6	41267100	41286682	19582	1598
54212	8	49909789	50796692	886903	1925
5422	X	24693873	24996986	303113	1803
54221	2	950849	1367613	416764	1818
5423	8	42338454	42371808	33354	675
5424	19	50384204	50418018	33814	3474
5425	7	44114631	44124358	9727	1401
5426	12	132623753	132687376	63623	2105
5427	14	49643555	49688422	44867	509
542767	13	23888749	23897263	8514	947
5428	15	89305198	89334861	29663	100
5429	6	43576185	43620523	44338	8368
5430	17	7484366	7514616	30250	6312
5431	4	56977722	57031158	53436	608
5432	16	57462660	57472009	9349	1764
54328	X	53048789	53080615	31826	4787
54329	7	113078331	113087778	9447	4106
5433	2	127843553	127858155	14602	5038
54331	14	51826195	51979342	153147	577
54332	8	74320613	74518007	197394	3606
5434	19	1086574	1095380	8806	2854
54344	1	155139891	155140595	704	517
54345	20	64047582	64049639	2057	1862
54346	6	167271169	167316014	44845	775
5435	22	37952607	38041915	89308	551
5436	11	62761565	62766710	5145	388
54360	4	5014586	5019458	4872	989
54361	1	22117313	22143969	26656	3968
54363	20	7882985	7940458	57473	1757
5437	3	184361710	184368596	6886	1807
5438	19	36113709	36115213	1504	443
54386	16	75647773	75761872	114099	2131
5439	7	102473128	102478922	5794	937
5440	8	100150623	100154003	3380	947
54407	12	46358188	46372773	14585	4795
5441	11	837356	842529	5173	585
54413	X	71144821	71175255	30434	3270
54414	11	124633113	124695707	62594	5441
5442	19	617221	633537	16316	3771
54429	7	141790217	141791367	1150	1151
5443	2	25160853	25168903	8050	1295
54431	2	182716255	182794464	78209	19989
54432	1	53851719	53889798	38079	1602
54433	4	109815510	109824740	9230	1011
54434	12	108778191	108857590	79399	13034
54436	4	8182072	8241803	59731	543
54437	3	122909082	123028605	119523	4805
54438	6	13357830	13487662	129832	8061
54439	5	146203605	146289223	85618	6537
5444	7	95297676	95324532	26856	2393
54440	X	129779949	129795201	15252	2661
54442	16	2682523	2709030	26507	2434
54443	7	36389821	36453791	63970	4661
5445	7	95404862	95435329	30467	1610
54453	20	19757606	20002457	244851	1305
54454	2	23748664	23927123	178459	8112
54455	1	16246840	16352480	105640	6227
54456	22	50090006	50161690	71684	3957
54457	X	101268253	101293057	24804	2341
54458	12	53441678	53446645	4967	625
5446	7	95359872	95396375	36503	1191
54460	1	150293861	150308979	15118	1085
54461	9	136940435	136944738	4303	1932
54462	10	84328586	84518521	189935	7653
54463	5	16473038	16617101	144063	1531
54464	3	142306607	142448062	141455	10143
54465	2	67397322	67412089	14767	3110
54466	X	57134530	57137523	2993	2468
54467	7	92245974	92401383	155409	6340
54468	7	7566875	7608932	42057	3095
54469	15	80059568	80140292	80724	1729
5447	7	75899200	75986855	87655	498
54470	X	101615118	101618001	2883	846
54471	22	39499432	39518132	18700	573
54472	11	1274371	1309654	35283	3627
54474	17	40875889	40885242	9353	1804
54475	17	35128730	35142304	13574	5193
54476	7	5620047	5781696	161649	5639
54477	12	19129669	19376400	246731	5095
54478	17	6444441	6451469	7028	1473
54480	7	151232483	151240979	8496	3989
54482	1	100133150	100150496	17346	476
54487	22	20080221	20111877	31656	3947
5449	3	87259404	87276584	17180	1566
54490	4	69280475	69295050	14575	1857
54491	5	14581792	14616180	34388	7040
54492	5	172641263	172691540	50277	1089
54494	11	114391443	114400511	9068	652
54495	18	68673688	68715108	41420	4737
54496	16	68310951	68360852	49901	3033
54497	2	36968383	37084372	115989	433
